"listid","sellerid","eventid","dateid","numtickets","priceperticket","totalprice","listtime"
35107,30751,2388,1827,3,117,351,"2008-01-01T02:39:34.000"
213025,18573,3236,1827,1,2411,2411,"2008-01-01T02:47:23.000"
37592,44647,2772,1827,20,65,1300,"2008-01-01T06:57:50.000"
215197,34009,8524,1827,4,1062,4248,"2008-01-01T11:19:40.000"
37694,16933,3853,1827,9,237,2133,"2008-01-01T05:16:25.000"
217472,15711,1104,1827,3,2494,7482,"2008-01-01T03:04:45.000"
38453,10221,7941,1827,10,302,3020,"2008-01-01T08:42:01.000"
221073,47039,5028,1827,3,2373,7119,"2008-01-01T12:09:14.000"
42728,31500,5325,1827,4,303,1212,"2008-01-01T05:30:52.000"
222243,13860,4953,1827,4,810,3240,"2008-01-01T02:16:05.000"
43305,38067,6120,1827,4,145,580,"2008-01-01T01:17:00.000"
225305,37855,6364,1827,3,977,2931,"2008-01-01T01:17:19.000"
50380,7267,5557,1827,8,336,2688,"2008-01-01T04:35:01.000"
225612,22589,1246,1827,5,1723,8615,"2008-01-01T12:44:03.000"
51111,40080,2236,1827,16,105,1680,"2008-01-01T07:57:05.000"
226122,34416,7514,1827,2,782,1564,"2008-01-01T04:01:34.000"
51279,25126,4881,1827,18,59,1062,"2008-01-01T11:22:08.000"
230655,16051,5606,1827,2,825,1650,"2008-01-01T01:30:11.000"
51668,27826,5751,1827,18,310,5580,"2008-01-01T10:12:43.000"
232811,6003,3388,1827,5,618,3090,"2008-01-01T07:44:21.000"
54556,26294,2090,1827,12,274,3288,"2008-01-01T02:42:37.000"
233598,42297,7979,1827,7,988,6916,"2008-01-01T09:01:26.000"
55562,34317,8337,1827,18,75,1350,"2008-01-01T07:00:14.000"
56332,27434,343,1827,22,88,1936,"2008-01-01T02:53:38.000"
57920,15295,2524,1827,9,207,1863,"2008-01-01T02:34:37.000"
60212,23484,7721,1827,20,128,2560,"2008-01-01T04:22:59.000"
60414,32088,363,1827,16,284,4544,"2008-01-01T05:16:59.000"
63743,3029,31,1827,18,175,3150,"2008-01-01T09:07:57.000"
67862,37801,6320,1827,6,456,2736,"2008-01-01T02:18:01.000"
68033,9559,4118,1827,3,233,699,"2008-01-01T09:25:54.000"
70465,24239,2628,1827,6,182,1092,"2008-01-01T07:32:48.000"
70485,16208,7149,1827,2,379,758,"2008-01-01T05:15:03.000"
71667,8483,4680,1827,22,442,9724,"2008-01-01T09:32:07.000"
72470,9765,3468,1827,10,406,4060,"2008-01-01T03:55:18.000"
72800,15519,8649,1827,3,406,1218,"2008-01-01T02:37:28.000"
73489,21131,4488,1827,22,78,1716,"2008-01-01T11:26:04.000"
73790,20429,1150,1827,12,118,1416,"2008-01-01T01:06:41.000"
77405,17167,8095,1827,10,81,810,"2008-01-01T12:10:00.000"
77681,2990,2365,1827,18,411,7398,"2008-01-01T01:54:11.000"
78965,23914,6519,1827,10,335,3350,"2008-01-01T11:18:40.000"
79473,22762,3698,1827,18,286,5148,"2008-01-01T07:42:24.000"
83051,15796,7592,1827,20,124,2480,"2008-01-01T06:38:20.000"
83646,22835,852,1827,8,152,1216,"2008-01-01T07:03:25.000"
88664,36703,3544,1827,8,128,1024,"2008-01-01T02:54:26.000"
89399,10076,415,1827,22,255,5610,"2008-01-01T03:31:16.000"
91069,41708,4957,1827,24,58,1392,"2008-01-01T01:55:17.000"
96603,6051,6641,1827,22,405,8910,"2008-01-01T04:21:30.000"
99615,28736,1548,1827,1,412,412,"2008-01-01T09:20:36.000"
102012,24180,8308,1827,22,75,1650,"2008-01-01T07:46:08.000"
102099,47888,571,1827,9,35,315,"2008-01-01T10:10:19.000"
102111,7443,2596,1827,10,365,3650,"2008-01-01T08:33:33.000"
102516,31457,1433,1827,7,458,3206,"2008-01-01T02:23:26.000"
106460,32193,1615,1827,14,310,4340,"2008-01-01T09:06:47.000"
110824,4709,1425,1827,5,149,745,"2008-01-01T12:17:54.000"
114849,35149,2508,1827,4,102,408,"2008-01-01T08:16:31.000"
115269,28524,7197,1827,9,275,2475,"2008-01-01T01:27:47.000"
115557,17872,1924,1827,12,195,2340,"2008-01-01T09:10:27.000"
116178,21240,7892,1827,9,133,1197,"2008-01-01T10:09:45.000"
116660,20318,7358,1827,16,25,400,"2008-01-01T10:44:52.000"
116829,15816,7198,1827,10,361,3610,"2008-01-01T07:36:59.000"
117351,43432,4901,1827,16,218,3488,"2008-01-01T10:15:58.000"
118164,36611,3494,1827,18,410,7380,"2008-01-01T05:27:05.000"
118784,12214,405,1827,6,78,468,"2008-01-01T07:11:16.000"
118865,30595,8450,1827,20,492,9840,"2008-01-01T01:22:05.000"
119846,19392,2890,1827,16,403,6448,"2008-01-01T12:00:46.000"
124603,2365,4211,1827,6,379,2274,"2008-01-01T12:56:35.000"
126827,23635,3590,1827,12,267,3204,"2008-01-01T03:24:47.000"
127119,5001,970,1827,6,388,2328,"2008-01-01T12:46:26.000"
128490,26750,8596,1827,1,172,172,"2008-01-01T11:00:23.000"
132127,2062,7206,1827,4,385,1540,"2008-01-01T08:32:46.000"
132524,15680,6253,1827,1,300,300,"2008-01-01T07:05:50.000"
133228,36608,2676,1827,3,204,612,"2008-01-01T01:04:11.000"
133672,36656,3587,1827,22,166,3652,"2008-01-01T08:23:58.000"
135688,12124,6158,1827,4,240,960,"2008-01-01T05:07:52.000"
136138,43193,3209,1827,5,219,1095,"2008-01-01T11:27:31.000"
141334,5922,2304,1827,9,221,1989,"2008-01-01T03:45:33.000"
146012,31515,3752,1827,24,368,8832,"2008-01-01T01:33:41.000"
146542,14100,4564,1827,14,243,3402,"2008-01-01T12:35:48.000"
161018,33467,356,1827,22,184,4048,"2008-01-01T04:57:25.000"
163689,11662,600,1827,3,263,789,"2008-01-01T03:51:21.000"
164149,18774,2046,1827,24,331,7944,"2008-01-01T11:17:53.000"
164524,9141,1850,1827,14,147,2058,"2008-01-01T08:41:03.000"
164867,37814,5517,1827,16,93,1488,"2008-01-01T06:56:08.000"
166408,38961,8538,1827,20,42,840,"2008-01-01T07:40:16.000"
168996,20274,5315,1827,4,185,740,"2008-01-01T09:40:58.000"
171244,5899,4381,1827,5,76,380,"2008-01-01T06:56:23.000"
174344,11535,5156,1827,14,353,4942,"2008-01-01T05:03:29.000"
174694,34744,7463,1827,5,61,305,"2008-01-01T11:47:39.000"
175130,10746,4226,1827,4,110,440,"2008-01-01T09:18:04.000"
175191,4315,559,1827,1,174,174,"2008-01-01T12:44:34.000"
175888,23049,5111,1827,12,279,3348,"2008-01-01T03:13:10.000"
176408,47511,1641,1827,24,422,10128,"2008-01-01T02:33:08.000"
178258,34329,3204,1827,4,348,1392,"2008-01-01T08:51:44.000"
180291,30734,318,1827,14,253,3542,"2008-01-01T11:48:51.000"
210628,12272,2469,1827,7,1995,13965,"2008-01-01T10:50:43.000"
217253,47806,5106,1827,7,1471,10297,"2008-01-01T11:25:38.000"
218529,30614,3828,1827,1,2297,2297,"2008-01-01T02:27:59.000"
218756,34504,7928,1827,5,2149,10745,"2008-01-01T06:48:39.000"
219338,29541,1928,1827,8,1725,13800,"2008-01-01T05:43:41.000"
219865,46590,6649,1827,6,1776,10656,"2008-01-01T09:23:08.000"
219979,15749,3906,1827,2,367,734,"2008-01-01T01:53:15.000"
220347,30656,6360,1827,2,879,1758,"2008-01-01T07:05:26.000"
221130,14090,56,1827,1,1080,1080,"2008-01-01T01:19:24.000"
221216,6319,3862,1827,8,1097,8776,"2008-01-01T04:58:53.000"
228872,5530,7151,1827,5,1410,7050,"2008-01-01T11:53:46.000"
231937,23517,6028,1827,4,1357,5428,"2008-01-01T02:37:08.000"
233999,12590,4839,1827,7,2478,17346,"2008-01-01T12:18:01.000"
208,14628,2376,1828,2,98,196,"2008-01-02T06:23:17.000"
2640,21825,5111,1828,12,186,2232,"2008-01-02T08:09:50.000"
966,44276,5720,1828,6,69,414,"2008-01-02T01:19:55.000"
2651,12949,2325,1828,4,246,984,"2008-01-02T10:34:09.000"
1691,656,2260,1828,26,143,3718,"2008-01-02T11:19:32.000"
7809,11642,826,1828,16,111,1776,"2008-01-02T02:54:12.000"
2487,15458,3117,1828,26,62,1612,"2008-01-02T06:55:07.000"
8399,32829,1429,1828,18,181,3258,"2008-01-02T07:32:57.000"
2779,12705,3281,1828,5,214,1070,"2008-01-02T03:10:38.000"
9815,27912,1553,1828,28,199,5572,"2008-01-02T07:38:43.000"
4146,13643,6274,1828,28,235,6580,"2008-01-02T10:27:52.000"
11528,43038,7332,1828,9,111,999,"2008-01-02T03:12:59.000"
7392,43525,982,1828,7,196,1372,"2008-01-02T03:57:28.000"
14315,16698,1104,1828,4,236,944,"2008-01-02T02:21:44.000"
8319,17754,3212,1828,5,57,285,"2008-01-02T10:51:39.000"
14320,3477,4910,1828,10,45,450,"2008-01-02T04:56:36.000"
11210,1144,3813,1828,12,229,2748,"2008-01-02T06:12:37.000"
14349,42069,1014,1828,10,234,2340,"2008-01-02T11:22:40.000"
13755,39502,7819,1828,16,41,656,"2008-01-02T07:40:02.000"
18234,24157,398,1828,3,144,432,"2008-01-02T02:55:53.000"
14245,21956,6302,1828,30,182,5460,"2008-01-02T06:53:53.000"
18852,11974,8725,1828,28,197,5516,"2008-01-02T01:55:58.000"
14597,45556,4478,1828,2,152,304,"2008-01-02T11:43:02.000"
19243,7161,5156,1828,14,165,2310,"2008-01-02T08:34:13.000"
16385,46079,4003,1828,3,239,717,"2008-01-02T09:24:44.000"
24761,37118,6213,1828,12,72,864,"2008-01-02T09:13:20.000"
16762,17336,2347,1828,4,243,972,"2008-01-02T03:18:35.000"
28893,7510,6149,1828,3,234,702,"2008-01-02T09:37:56.000"
18585,32909,3023,1828,2,167,334,"2008-01-02T07:04:56.000"
30128,46711,7703,1828,3,198,594,"2008-01-02T05:47:47.000"
19626,43676,2491,1828,7,26,182,"2008-01-02T05:50:33.000"
31045,27742,4892,1828,7,22,154,"2008-01-02T07:13:21.000"
21280,31583,8538,1828,6,153,918,"2008-01-02T05:12:32.000"
32437,42309,3837,1828,10,232,2320,"2008-01-02T03:26:28.000"
26224,7000,6441,1828,20,222,4440,"2008-01-02T05:28:57.000"
35440,25334,415,1828,22,277,6094,"2008-01-02T05:16:05.000"
28344,29793,3557,1828,3,159,477,"2008-01-02T11:32:22.000"
40393,31466,4953,1828,20,295,5900,"2008-01-02T07:59:09.000"
32245,29930,7605,1828,16,128,2048,"2008-01-02T11:42:41.000"
41725,14209,8650,1828,20,57,1140,"2008-01-02T02:59:35.000"
32731,47810,385,1828,12,168,2016,"2008-01-02T01:45:25.000"
41749,14092,2703,1828,9,347,3123,"2008-01-02T07:07:02.000"
32775,21684,6849,1828,2,146,292,"2008-01-02T07:34:27.000"
44441,19639,4787,1828,7,173,1211,"2008-01-02T04:31:44.000"
38987,22010,302,1828,14,283,3962,"2008-01-02T01:28:44.000"
46495,20787,1906,1828,18,169,3042,"2008-01-02T10:07:08.000"
39328,32057,2091,1828,7,58,406,"2008-01-02T09:35:13.000"
48009,44430,6071,1828,10,175,1750,"2008-01-02T07:18:07.000"
42871,28186,7152,1828,16,195,3120,"2008-01-02T09:19:55.000"
50031,40539,4353,1828,20,107,2140,"2008-01-02T03:38:41.000"
44919,32457,1297,1828,6,170,1020,"2008-01-02T06:36:06.000"
50762,10483,4813,1828,1,291,291,"2008-01-02T10:32:32.000"
47177,16214,8390,1828,9,147,1323,"2008-01-02T10:24:17.000"
53306,23689,6364,1828,3,261,783,"2008-01-02T07:47:10.000"
48958,7000,7785,1828,9,80,720,"2008-01-02T11:38:12.000"
58526,43420,649,1828,18,20,360,"2008-01-02T08:15:16.000"
49790,7468,8157,1828,4,247,988,"2008-01-02T11:36:39.000"
61699,46415,6302,1828,6,314,1884,"2008-01-02T12:03:30.000"
51490,38214,2326,1828,22,350,7700,"2008-01-02T08:37:36.000"
64933,27573,6714,1828,5,121,605,"2008-01-02T03:28:42.000"
52140,32250,463,1828,3,229,687,"2008-01-02T04:11:11.000"
66366,38678,2342,1828,4,164,656,"2008-01-02T03:31:16.000"
54289,27201,4107,1828,6,276,1656,"2008-01-02T06:54:24.000"
68290,33408,8509,1828,14,264,3696,"2008-01-02T12:37:52.000"
55444,38006,8255,1828,1,339,339,"2008-01-02T03:12:32.000"
69770,43737,3786,1828,12,317,3804,"2008-01-02T07:31:30.000"
55510,30285,674,1828,12,54,648,"2008-01-02T12:26:35.000"
73470,31453,743,1828,14,238,3332,"2008-01-02T03:59:23.000"
59632,35479,7259,1828,6,448,2688,"2008-01-02T05:07:39.000"
76094,40746,603,1828,22,38,836,"2008-01-02T04:12:17.000"
60816,31104,1375,1828,1,144,144,"2008-01-02T06:25:40.000"
77487,40847,4401,1828,6,488,2928,"2008-01-02T12:12:50.000"
60895,37348,2205,1828,1,468,468,"2008-01-02T01:45:00.000"
82109,43715,143,1828,18,140,2520,"2008-01-02T08:27:27.000"
62317,18940,4716,1828,16,490,7840,"2008-01-02T12:41:29.000"
82394,49296,3337,1828,1,444,444,"2008-01-02T07:13:12.000"
64018,41882,6028,1828,18,351,6318,"2008-01-02T04:44:08.000"
84093,28116,7424,1828,24,490,11760,"2008-01-02T04:19:53.000"
69107,27964,8494,1828,4,367,1468,"2008-01-02T11:38:07.000"
85138,3708,8678,1828,5,396,1980,"2008-01-02T09:00:13.000"
73393,4396,915,1828,22,416,9152,"2008-01-02T09:33:05.000"
85902,8393,5106,1828,22,476,10472,"2008-01-02T12:15:22.000"
76296,20755,1836,1828,22,306,6732,"2008-01-02T02:46:21.000"
86905,26501,8157,1828,2,31,62,"2008-01-02T06:01:39.000"
76476,17345,730,1828,22,388,8536,"2008-01-02T06:54:11.000"
87197,24208,2343,1828,18,364,6552,"2008-01-02T01:45:23.000"
77777,14790,6849,1828,6,48,288,"2008-01-02T09:41:31.000"
87960,34132,351,1828,2,199,398,"2008-01-02T07:11:40.000"
78722,9128,942,1828,6,90,540,"2008-01-02T05:52:04.000"
88378,47203,5362,1828,14,255,3570,"2008-01-02T02:29:07.000"
86308,12205,8390,1828,16,106,1696,"2008-01-02T08:05:26.000"
88484,24208,2000,1828,24,445,10680,"2008-01-02T09:12:16.000"
87307,11940,5323,1828,20,135,2700,"2008-01-02T07:03:27.000"
92644,35282,6561,1828,9,92,828,"2008-01-02T11:21:55.000"
88168,30553,79,1828,9,353,3177,"2008-01-02T08:05:01.000"
93546,10555,6152,1828,2,101,202,"2008-01-02T09:49:46.000"
89774,3056,6385,1828,1,414,414,"2008-01-02T01:54:35.000"
95438,27719,3223,1828,5,57,285,"2008-01-02T10:41:20.000"
91553,20757,2950,1828,16,247,3952,"2008-01-02T09:54:56.000"
95615,28548,5219,1828,22,24,528,"2008-01-02T11:35:45.000"
92232,26646,2274,1828,14,344,4816,"2008-01-02T03:47:46.000"
97798,19722,4794,1828,22,39,858,"2008-01-02T02:29:00.000"
92444,8514,2323,1828,14,167,2338,"2008-01-02T03:32:55.000"
101324,46170,2903,1828,14,201,2814,"2008-01-02T09:42:10.000"
94134,28047,7784,1828,3,49,147,"2008-01-02T04:51:44.000"
102253,35851,6657,1828,22,177,3894,"2008-01-02T06:29:21.000"
97073,28188,3509,1828,14,311,4354,"2008-01-02T02:48:05.000"
102553,24690,7884,1828,5,306,1530,"2008-01-02T11:40:02.000"
98777,29989,3919,1828,2,128,256,"2008-01-02T10:12:32.000"
104351,28914,1670,1828,4,212,848,"2008-01-02T07:28:36.000"
104195,40861,1904,1828,9,232,2088,"2008-01-02T06:33:49.000"
105736,40677,2337,1828,6,31,186,"2008-01-02T08:00:52.000"
106244,11355,726,1828,5,244,1220,"2008-01-02T02:50:29.000"
108705,48983,1786,1828,9,433,3897,"2008-01-02T07:25:47.000"
107389,12169,2304,1828,12,222,2664,"2008-01-02T11:34:29.000"
120367,34095,1268,1828,22,206,4532,"2008-01-02T02:05:48.000"
107391,27523,5598,1828,3,68,204,"2008-01-02T08:11:38.000"
125909,697,8233,1828,2,103,206,"2008-01-02T07:21:23.000"
108142,3059,2071,1828,14,443,6202,"2008-01-02T05:07:18.000"
129933,20753,3599,1828,1,418,418,"2008-01-02T03:47:17.000"
109580,5410,1130,1828,10,500,5000,"2008-01-02T05:35:59.000"
131852,18717,3884,1828,3,351,1053,"2008-01-02T10:51:58.000"
111375,7247,7266,1828,24,225,5400,"2008-01-02T11:31:50.000"
132494,3703,7145,1828,12,162,1944,"2008-01-02T06:26:40.000"
121885,18533,5598,1828,12,207,2484,"2008-01-02T12:16:01.000"
133422,47559,6847,1828,10,195,1950,"2008-01-02T11:32:02.000"
122368,47434,2294,1828,16,438,7008,"2008-01-02T05:45:54.000"
134020,20853,3900,1828,12,470,5640,"2008-01-02T10:38:39.000"
122714,20227,2959,1828,3,134,402,"2008-01-02T01:12:43.000"
136466,14967,2236,1828,1,168,168,"2008-01-02T02:06:51.000"
124370,6159,2156,1828,8,132,1056,"2008-01-02T11:13:53.000"
144192,1478,2244,1828,20,237,4740,"2008-01-02T07:15:28.000"
124907,25144,3158,1828,14,283,3962,"2008-01-02T06:22:45.000"
144736,20266,2922,1828,8,115,920,"2008-01-02T05:58:44.000"
125447,21275,6348,1828,16,466,7456,"2008-01-02T02:09:37.000"
144774,38757,7463,1828,16,142,2272,"2008-01-02T07:44:25.000"
125800,31119,5214,1828,5,448,2240,"2008-01-02T05:39:55.000"
145104,30620,8431,1828,9,469,4221,"2008-01-02T08:03:23.000"
125930,37374,2491,1828,6,426,2556,"2008-01-02T10:32:47.000"
145182,49183,834,1828,5,400,2000,"2008-01-02T05:46:46.000"
125984,4157,1836,1828,1,451,451,"2008-01-02T02:35:52.000"
145484,38077,2539,1828,4,393,1572,"2008-01-02T07:09:09.000"
127862,4052,3793,1828,2,365,730,"2008-01-02T04:14:54.000"
146838,32495,6657,1828,6,426,2556,"2008-01-02T05:42:40.000"
129371,43860,2676,1828,5,83,415,"2008-01-02T10:24:16.000"
147726,39661,1952,1828,12,437,5244,"2008-01-02T01:46:29.000"
129520,671,5302,1828,3,491,1473,"2008-01-02T10:44:50.000"
148470,45369,8345,1828,20,212,4240,"2008-01-02T10:43:35.000"
130136,30743,8429,1828,4,143,572,"2008-01-02T07:46:43.000"
149773,26327,6031,1828,8,214,1712,"2008-01-02T03:08:26.000"
132375,48585,1989,1828,16,436,6976,"2008-01-02T03:19:01.000"
155977,48243,5157,1828,8,293,2344,"2008-01-02T03:21:23.000"
132865,8259,5590,1828,22,418,9196,"2008-01-02T09:13:08.000"
156090,2192,1118,1828,7,50,350,"2008-01-02T04:29:31.000"
132929,14333,1491,1828,24,255,6120,"2008-01-02T12:26:55.000"
161064,21484,4650,1828,14,163,2282,"2008-01-02T05:43:11.000"
135088,3235,743,1828,2,437,874,"2008-01-02T10:19:29.000"
161465,35717,5598,1828,20,316,6320,"2008-01-02T04:35:44.000"
135474,15951,4394,1828,14,379,5306,"2008-01-02T02:17:33.000"
169240,29300,8222,1828,7,142,994,"2008-01-02T11:46:07.000"
139377,3928,3978,1828,5,430,2150,"2008-01-02T10:58:45.000"
170703,7698,6269,1828,10,263,2630,"2008-01-02T01:38:11.000"
142466,38983,2505,1828,3,250,750,"2008-01-02T05:56:36.000"
176104,35554,3759,1828,4,482,1928,"2008-01-02T02:02:11.000"
146470,11871,3176,1828,12,154,1848,"2008-01-02T10:52:56.000"
176335,35387,7779,1828,9,75,675,"2008-01-02T11:34:18.000"
148199,33718,761,1828,14,100,1400,"2008-01-02T05:26:09.000"
176942,14163,3633,1828,3,42,126,"2008-01-02T07:27:21.000"
148359,6744,1530,1828,6,233,1398,"2008-01-02T09:31:37.000"
177833,40313,3677,1828,3,139,417,"2008-01-02T05:45:45.000"
149908,5512,2365,1828,2,353,706,"2008-01-02T07:17:08.000"
206086,30427,2469,1828,4,1959,7836,"2008-01-02T08:08:22.000"
153006,42937,8095,1828,16,487,7792,"2008-01-02T08:28:14.000"
207409,17428,5924,1828,1,2104,2104,"2008-01-02T08:42:20.000"
153594,19204,6717,1828,8,404,3232,"2008-01-02T03:51:19.000"
210538,4110,982,1828,3,2241,6723,"2008-01-02T04:55:00.000"
153908,885,4813,1828,16,176,2816,"2008-01-02T04:19:21.000"
211032,34075,2841,1828,6,647,3882,"2008-01-02T12:44:39.000"
154626,32306,1384,1828,14,139,1946,"2008-01-02T11:32:13.000"
212426,37430,6884,1828,8,2168,17344,"2008-01-02T09:08:12.000"
154863,38895,8663,1828,8,369,2952,"2008-01-02T11:41:54.000"
215516,48734,3617,1828,3,2050,6150,"2008-01-02T07:11:39.000"
157203,21617,3315,1828,16,344,5504,"2008-01-02T07:19:37.000"
215996,11489,1458,1828,7,976,6832,"2008-01-02T12:26:59.000"
158721,45548,4226,1828,16,173,2768,"2008-01-02T12:38:41.000"
217035,25059,683,1828,3,1821,5463,"2008-01-02T05:02:45.000"
163369,11310,5793,1828,14,175,2450,"2008-01-02T12:33:20.000"
220770,26244,6699,1828,7,1965,13755,"2008-01-02T05:15:50.000"
164385,31459,2693,1828,14,324,4536,"2008-01-02T08:28:34.000"
222842,18293,1189,1828,1,1651,1651,"2008-01-02T08:11:59.000"
168366,18164,3753,1828,22,254,5588,"2008-01-02T10:27:57.000"
223019,17587,4635,1828,8,2299,18392,"2008-01-02T12:48:37.000"
178322,1816,7424,1828,18,71,1278,"2008-01-02T03:45:28.000"
225744,34884,5811,1828,2,2472,4944,"2008-01-02T06:54:34.000"
180082,37422,2342,1828,10,483,4830,"2008-01-02T11:27:23.000"
226529,16835,1297,1828,4,1729,6916,"2008-01-02T10:43:57.000"
206255,16656,5554,1828,8,1979,15832,"2008-01-02T12:52:57.000"
227480,19722,1350,1828,4,698,2792,"2008-01-02T09:29:17.000"
212027,44575,7358,1828,2,1808,3616,"2008-01-02T02:01:48.000"
232702,37766,1850,1828,6,1642,9852,"2008-01-02T07:31:04.000"
213084,41715,399,1828,3,979,2937,"2008-01-02T09:03:42.000"
233249,10568,4837,1828,6,1955,11730,"2008-01-02T12:19:26.000"
213713,3631,1584,1828,4,711,2844,"2008-01-02T11:17:52.000"
233537,32175,5193,1828,5,1785,8925,"2008-01-02T07:08:27.000"
215247,17446,2510,1828,5,1029,5145,"2008-01-02T03:10:46.000"
732,8910,2703,1828,9,117,1053,"2008-01-02T09:12:37.000"
217654,33437,2703,1828,5,1851,9255,"2008-01-02T01:31:00.000"
1077,42684,8703,1828,6,122,732,"2008-01-02T10:17:42.000"
220942,31951,5546,1828,7,2225,15575,"2008-01-02T02:47:28.000"
5253,36134,4763,1828,14,99,1386,"2008-01-02T03:04:01.000"
226219,49556,6320,1828,6,2408,14448,"2008-01-02T04:13:15.000"
5278,30226,2314,1828,7,26,182,"2008-01-02T09:52:55.000"
226487,28237,3308,1828,2,558,1116,"2008-01-02T02:08:53.000"
6342,35192,6884,1828,4,36,144,"2008-01-02T04:36:32.000"
228486,38849,8345,1828,8,1461,11688,"2008-01-02T12:20:07.000"
11492,39359,4957,1828,5,215,1075,"2008-01-02T06:02:47.000"
232820,10121,2202,1828,6,1314,7884,"2008-01-02T12:58:59.000"
12563,2980,6364,1828,10,212,2120,"2008-01-02T04:59:00.000"
12971,47919,3878,1828,28,49,1372,"2008-01-02T12:40:12.000"
13774,46597,3812,1828,30,248,7440,"2008-01-02T09:53:32.000"
14360,44386,5359,1828,3,223,669,"2008-01-02T09:23:24.000"
16883,49049,7271,1828,20,84,1680,"2008-01-02T04:17:58.000"
18519,26828,7198,1828,22,216,4752,"2008-01-02T07:36:29.000"
20178,26361,6295,1828,14,30,420,"2008-01-02T10:01:50.000"
20659,9934,1768,1828,5,217,1085,"2008-01-02T04:49:54.000"
24339,16780,7546,1828,2,52,104,"2008-01-02T06:01:22.000"
25174,21914,5767,1828,18,121,2178,"2008-01-02T12:49:56.000"
28208,3839,1808,1828,16,236,3776,"2008-01-02T10:16:57.000"
29399,2350,7981,1828,14,158,2212,"2008-01-02T07:15:59.000"
29617,37370,2699,1828,9,126,1134,"2008-01-02T11:42:30.000"
37215,3321,2023,1828,22,267,5874,"2008-01-02T08:34:44.000"
43977,46703,4474,1828,16,102,1632,"2008-01-02T09:59:42.000"
47125,20268,5829,1828,16,280,4480,"2008-01-02T06:18:09.000"
47795,516,8528,1828,14,245,3430,"2008-01-02T07:30:14.000"
57310,35587,1628,1828,4,302,1208,"2008-01-02T10:54:28.000"
61547,1090,1786,1828,10,271,2710,"2008-01-02T07:18:30.000"
63962,39867,4563,1828,18,233,4194,"2008-01-02T12:35:50.000"
69792,24390,6639,1828,6,194,1164,"2008-01-02T07:25:19.000"
70562,29058,6641,1828,12,496,5952,"2008-01-02T01:58:50.000"
74177,40095,5090,1828,12,289,3468,"2008-01-02T07:52:21.000"
75472,23738,5315,1828,12,315,3780,"2008-01-02T08:13:49.000"
79805,44199,2959,1828,22,267,5874,"2008-01-02T06:30:35.000"
207379,957,7717,1827,3,811,2433,"2008-01-01T11:54:55.000"
233544,296,1584,1827,2,1071,2142,"2008-01-01T04:56:35.000"
207693,8788,1231,1827,2,906,1812,"2008-01-01T07:13:46.000"
2688,10629,8791,1827,3,20,60,"2008-01-01T09:18:40.000"
208822,42183,5463,1827,3,2296,6888,"2008-01-01T03:57:56.000"
5736,32170,1221,1827,8,221,1768,"2008-01-01T11:20:20.000"
208931,39516,7923,1827,6,2153,12918,"2008-01-01T06:37:31.000"
8301,45285,8582,1827,4,71,284,"2008-01-01T08:09:16.000"
212031,45422,797,1827,8,1031,8248,"2008-01-01T01:04:15.000"
8434,46015,3937,1827,4,233,932,"2008-01-01T08:51:49.000"
212177,24518,8115,1827,4,350,1400,"2008-01-01T06:48:03.000"
8942,23600,2557,1827,12,105,1260,"2008-01-01T07:20:48.000"
212274,45751,3286,1827,4,2130,8520,"2008-01-01T12:32:38.000"
17634,25076,3195,1827,16,144,2304,"2008-01-01T04:17:38.000"
221699,45686,7399,1827,1,788,788,"2008-01-01T11:04:13.000"
21948,10213,5028,1827,24,134,3216,"2008-01-01T02:37:26.000"
223051,42493,4802,1827,5,464,2320,"2008-01-01T08:26:21.000"
22583,24031,1044,1827,12,156,1872,"2008-01-01T12:51:39.000"
224743,44468,2510,1827,2,2132,4264,"2008-01-01T06:09:09.000"
