"eventid","venueid","catid","dateid","eventname","starttime"
6035,1,9,1922,"Little Big Town","2008-04-06T19:00:00.000Z"
7141,38,9,1922,"Lucinda Williams","2008-04-06T19:30:00.000Z"
7837,99,9,1922,"Clint Black","2008-04-06T19:00:00.000Z"
8109,117,9,1922,"Chromeo","2008-04-06T19:00:00.000Z"
8347,90,9,1922,"Jesse McCartney","2008-04-06T15:00:00.000Z"
3325,211,7,1923,"The 39 Steps","2008-04-07T19:30:00.000Z"
43,307,8,1924,"Il Trovatore","2008-04-08T14:30:00.000Z"
154,303,8,1924,"Don Giovanni","2008-04-08T19:00:00.000Z"
1378,229,6,1924,"Hairspray","2008-04-08T19:00:00.000Z"
2610,206,7,1924,"Waiting for Godot","2008-04-08T15:00:00.000Z"
3239,239,7,1924,"A Tale of Two Cities","2008-04-08T14:30:00.000Z"
7241,47,9,1924,"Smokey Robinson","2008-04-08T19:00:00.000Z"
7361,36,9,1924,"Jonas Brothers","2008-04-08T15:00:00.000Z"
7750,29,9,1924,"Jimmy Buffett","2008-04-08T14:00:00.000Z"
1031,247,6,1925,"West Side Story","2008-04-09T14:00:00.000Z"
2525,221,7,1925,"The Tempest","2008-04-09T20:00:00.000Z"
6330,97,9,1925,"N.E.R.D.","2008-04-09T19:30:00.000Z"
7716,81,9,1925,"Counting Crows and Maroon 5","2008-04-09T14:00:00.000Z"
1848,217,7,1926,"Glengarry Glen Ross","2008-04-10T19:30:00.000Z"
574,218,6,1927,"High Society","2008-04-11T14:00:00.000Z"
1965,245,7,1927,"Avenue Q","2008-04-11T20:00:00.000Z"
2884,222,7,1927,"Macbeth","2008-04-11T15:00:00.000Z"
3250,229,7,1927,"Uncle Vanya","2008-04-11T19:00:00.000Z"
3422,244,7,1927,"To Be or Not To Be","2008-04-11T19:00:00.000Z"
4780,80,9,1927,"Gladys Knight","2008-04-11T14:00:00.000Z"
6094,127,9,1927,"George Michael","2008-04-11T19:00:00.000Z"
8291,82,9,1927,"Ray Davies","2008-04-11T19:00:00.000Z"
1204,208,6,1928,"Mamma Mia!","2008-04-12T20:00:00.000Z"
4462,47,9,1928,"Frankie Valli","2008-04-12T14:30:00.000Z"
6005,43,9,1928,"Linkin Park","2008-04-12T14:00:00.000Z"
6038,67,9,1928,"Eddie Money","2008-04-12T19:30:00.000Z"
6791,37,9,1928,"Pepe Aguilar","2008-04-12T19:00:00.000Z"
7099,54,9,1928,"Melissa Etheridge","2008-04-12T15:00:00.000Z"
630,207,6,1929,"Oliver!","2008-04-13T15:00:00.000Z"
2633,204,7,1929,"Cirque du Soleil","2008-04-13T20:00:00.000Z"
3482,201,7,1929,"The Caretaker","2008-04-13T15:00:00.000Z"
4983,75,9,1929,"Gary Allan","2008-04-13T15:00:00.000Z"
5136,36,9,1929,"Lonestar","2008-04-13T14:00:00.000Z"
7322,15,9,1929,"Trisha Yearwood","2008-04-13T19:00:00.000Z"
8227,87,9,1930,"Simple Plan","2008-04-14T15:00:00.000Z"
1181,232,6,1931,"Chicago","2008-04-15T20:00:00.000Z"
1391,236,6,1932,"The Little Mermaid","2008-04-16T19:30:00.000Z"
4893,10,9,1932,"Emmylou Harris","2008-04-16T15:00:00.000Z"
5224,93,9,1932,"Kansas","2008-04-16T15:00:00.000Z"
5393,71,9,1932,"Ted Nugent","2008-04-16T19:00:00.000Z"
7321,41,9,1932,"Fergie","2008-04-16T19:00:00.000Z"
7518,18,9,1932,"Brian Jonestown Massacre","2008-04-16T15:00:00.000Z"
921,206,6,1933,"Hairspray","2008-04-17T19:30:00.000Z"
950,216,6,1933,"The Lion King","2008-04-17T19:30:00.000Z"
3527,223,7,1933,"Romeo and Juliet","2008-04-17T14:30:00.000Z"
5161,20,9,1933,"Eddie Vedder","2008-04-17T15:00:00.000Z"
108,309,8,1934,"Salome","2008-04-18T19:00:00.000Z"
4042,130,9,1934,"Blind Melon","2008-04-18T14:30:00.000Z"
4721,12,9,1934,"Black Eyed Peas","2008-04-18T19:30:00.000Z"
7516,115,9,1934,"Carrie Underwood","2008-04-18T19:30:00.000Z"
7809,58,9,1934,"Red Hot Chili Peppers","2008-04-18T15:00:00.000Z"
3,302,8,1935,"Salome","2008-04-19T14:30:00.000Z"
337,306,8,1935,"La Damnation de Faust","2008-04-19T20:00:00.000Z"
3005,200,7,1935,"The Country Girl","2008-04-19T20:00:00.000Z"
4179,111,9,1935,"Keith Sweat","2008-04-19T20:00:00.000Z"
4587,57,9,1935,"Manhattan Transfer","2008-04-19T15:00:00.000Z"
5140,97,9,1935,"Stray Cats","2008-04-19T19:00:00.000Z"
2917,209,7,1936,"The Caucasian Chalk Circle","2008-04-20T19:30:00.000Z"
6431,115,9,1936,"Merle Haggard","2008-04-20T19:00:00.000Z"
6501,25,9,1936,"Keb Mo","2008-04-20T14:00:00.000Z"
7394,56,9,1936,"The Guess Who","2008-04-20T15:00:00.000Z"
561,225,6,1937,"Legally Blonde","2008-04-21T19:00:00.000Z"
2900,246,7,1937,"Rock 'n' Roll","2008-04-21T14:00:00.000Z"
5144,1,9,1937,"Ana Gabriel","2008-04-21T14:00:00.000Z"
2780,222,7,1938,"The Bacchae","2008-04-22T19:00:00.000Z"
4044,71,9,1938,"The Black Keys","2008-04-22T14:30:00.000Z"
4150,55,9,1938,"Wyclef Jean","2008-04-22T19:00:00.000Z"
6595,103,9,1938,"Wisin y Yandel","2008-04-22T14:00:00.000Z"
8675,55,9,1938,"Bette Midler","2008-04-22T15:00:00.000Z"
8794,37,9,1938,"Greg Kihn Band","2008-04-22T14:00:00.000Z"
1424,220,6,1939,"High School Musical","2008-04-23T19:00:00.000Z"
2056,202,7,1939,"King Lear","2008-04-23T14:00:00.000Z"
3327,211,7,1939,"Iphigenia","2008-04-23T14:00:00.000Z"
4809,35,9,1939,"Judas Priest","2008-04-23T19:00:00.000Z"
7356,69,9,1939,"Peter Frampton","2008-04-23T15:00:00.000Z"
1540,255,6,1940,"Blue Man Group","2008-04-24T19:00:00.000Z"
2386,208,7,1940,"Electra","2008-04-24T14:00:00.000Z"
3329,222,7,1940,"Miss Julie","2008-04-24T20:00:00.000Z"
6070,120,9,1940,"Tom Petty and the Heartbreakers","2008-04-24T19:00:00.000Z"
6525,37,9,1940,"American Idols Live","2008-04-24T15:00:00.000Z"
2420,214,7,1941,"The Tempest","2008-04-25T19:30:00.000Z"
2718,236,7,1941,"Romeo and Juliet","2008-04-25T14:30:00.000Z"
4279,43,9,1941,"My Bloody Valentine","2008-04-25T19:00:00.000Z"
4694,50,9,1941,"Vince Gill","2008-04-25T19:00:00.000Z"
7743,77,9,1941,"3 Doors Down","2008-04-25T14:00:00.000Z"
5143,65,9,1942,"Dropkick Murphys","2008-04-26T19:00:00.000Z"
2302,242,7,1943,"Look Back in Anger","2008-04-27T14:30:00.000Z"
2946,230,7,1943,"All My Sons","2008-04-27T19:00:00.000Z"
4393,35,9,1943,"Michael Bolton","2008-04-27T14:30:00.000Z"
3977,112,9,1944,"Daughtry","2008-04-28T14:30:00.000Z"
658,216,6,1945,"Chicago","2008-04-29T14:00:00.000Z"
906,243,6,1945,"The King and I","2008-04-29T19:00:00.000Z"
1993,202,7,1945,"A Bronx Tale","2008-04-29T19:00:00.000Z"
4712,117,9,1945,"Jamboree in the Hills","2008-04-29T15:00:00.000Z"
5492,27,9,1945,"Decemberists","2008-04-29T14:00:00.000Z"
568,216,6,1946,"Fiddler on the Roof","2008-04-30T15:00:00.000Z"
7790,70,9,1946,"Rock the Bells","2008-04-30T19:00:00.000Z"
1124,247,6,1947,"Mary Poppins","2008-05-01T15:00:00.000Z"
2130,215,7,1947,"Rhinoceros","2008-05-01T20:00:00.000Z"
8492,12,9,1947,"Sara Evans","2008-05-01T19:00:00.000Z"
483,303,8,1948,"Eugene Onegin","2008-05-01T14:00:00.000Z"
3949,117,9,1948,"Ringo Starr","2008-05-01T14:30:00.000Z"
8077,116,9,1948,"Guitars and Saxes","2008-05-01T19:30:00.000Z"
3159,243,7,1949,"Hedda Gabler","2008-05-01T15:00:00.000Z"
3208,248,7,1949,"Thurgood","2008-05-01T19:30:00.000Z"
4161,9,9,1949,"Children of Bodom","2008-05-01T19:00:00.000Z"
6232,62,9,1949,"Blind Melon","2008-05-01T15:00:00.000Z"
6504,114,9,1949,"Blue Man Group How To Be A Megastar Tour","2008-05-01T19:30:00.000Z"
6740,51,9,1949,"Gogol Bordello","2008-05-01T15:00:00.000Z"
8012,98,9,1949,"Ringo Starr","2008-05-01T14:00:00.000Z"
678,207,6,1950,"Jersey Boys","2008-05-01T14:30:00.000Z"
8242,130,9,1950,"Rusted Root","2008-05-01T19:00:00.000Z"
1473,221,6,1951,"The King and I","2008-05-01T20:00:00.000Z"
2949,230,7,1951,"A Tale of Two Cities","2008-05-01T19:00:00.000Z"
4292,83,9,1951,"Gary Allan","2008-05-01T19:00:00.000Z"
6584,95,9,1951,".38 Special","2008-05-01T14:00:00.000Z"
7331,93,9,1951,"Def Leppard","2008-05-01T15:00:00.000Z"
7625,28,9,1951,"The Police","2008-05-01T19:30:00.000Z"
342,303,8,1952,"L Elisir d Amore","2008-05-01T20:00:00.000Z"
1126,239,6,1952,"Mamma Mia!","2008-05-01T20:00:00.000Z"
2522,206,7,1952,"August: Osage County","2008-05-01T20:00:00.000Z"
3755,207,7,1952,"Rosencrantz and Guildenstern Are Dead","2008-05-01T14:00:00.000Z"
3170,231,7,1953,"The Frogs","2008-05-01T14:30:00.000Z"
7034,116,9,1953,"Sheryl Crow","2008-05-01T15:00:00.000Z"
7352,124,9,1953,"Nas","2008-05-01T19:30:00.000Z"
354,308,8,1954,"Thais","2008-05-01T14:00:00.000Z"
1148,242,6,1954,"Jersey Boys","2008-05-01T19:00:00.000Z"
2005,227,7,1954,"A Bronx Tale","2008-05-01T14:30:00.000Z"
3626,248,7,1954,"A Tale of Two Cities","2008-05-01T19:00:00.000Z"
4052,85,9,1954,"Kenny G","2008-05-01T20:00:00.000Z"
4500,20,9,1954,"Eva Ayllon","2008-05-01T20:00:00.000Z"
7294,126,9,1954,"Blake Shelton","2008-05-01T14:00:00.000Z"
7769,83,9,1954,"Gipsy Kings","2008-05-01T14:00:00.000Z"
8530,123,9,1954,"Ray Davies","2008-05-01T14:00:00.000Z"
1412,212,6,1955,"Kiss Me Kate","2008-05-01T14:30:00.000Z"
1960,205,7,1955,"Miss Julie","2008-05-01T20:00:00.000Z"
2808,203,7,1955,"Young Frankenstein","2008-05-01T19:30:00.000Z"
4653,53,9,1955,"Boyz II Men","2008-05-01T14:00:00.000Z"
5672,43,9,1955,"Greg Kihn Band","2008-05-01T15:00:00.000Z"
6147,14,9,1955,"Bamboozle Left","2008-05-01T15:00:00.000Z"
7016,38,9,1955,"Monsters of Rock","2008-05-01T19:30:00.000Z"
8750,29,9,1955,"Rod Stewart","2008-05-01T19:00:00.000Z"
565,235,6,1956,"Billy Elliot the Musical","2008-05-01T14:30:00.000Z"
5732,130,9,1956,"Celine Dion","2008-05-01T15:00:00.000Z"
5904,22,9,1956,"Crosby Stills Nash","2008-05-01T14:00:00.000Z"
8119,95,9,1956,"Flogging Molly","2008-05-01T19:00:00.000Z"
8427,123,9,1956,".38 Special","2008-05-01T19:00:00.000Z"
8787,27,9,1956,"LeAnn Rimes","2008-05-01T19:30:00.000Z"
1528,259,6,1957,"Folies Bergere","2008-05-01T14:00:00.000Z"
1757,262,6,1957,"Legally Blonde","2008-05-01T15:00:00.000Z"
4626,76,9,1957,"Alice Cooper","2008-05-01T19:30:00.000Z"
4884,47,9,1957,"Keb Mo","2008-05-01T19:00:00.000Z"
8527,7,9,1957,"Third Day","2008-05-01T14:00:00.000Z"
2271,222,7,1958,"Woyzeck","2008-05-01T15:00:00.000Z"
5831,25,9,1958,"Dierks Bentley","2008-05-01T19:00:00.000Z"
8193,110,9,1958,"Girl Talk","2008-05-01T19:30:00.000Z"
172,304,8,1959,"Adriana Lecouvreur","2008-05-01T19:00:00.000Z"
3938,21,9,1959,"Country Thunder USA","2008-05-01T14:30:00.000Z"
5117,1,9,1959,"Cute Is What We Aim For","2008-05-01T19:00:00.000Z"
7343,106,9,1959,"Joshua Radin","2008-05-01T19:30:00.000Z"
7908,105,9,1959,"Billy Joel","2008-05-01T14:00:00.000Z"
8145,57,9,1959,"Cher","2008-05-01T14:00:00.000Z"
4125,89,9,1960,"Conor Oberst","2008-05-01T14:00:00.000Z"
6088,6,9,1960,"Paul McCartney","2008-05-01T15:00:00.000Z"
6550,106,9,1960,"Black Eyed Peas","2008-05-01T15:00:00.000Z"
7088,93,9,1960,"Crue Fest","2008-05-01T19:30:00.000Z"
3533,226,7,1961,"The Caretaker","2008-05-01T14:30:00.000Z"
4700,8,9,1961,"Natasha Bedingfield","2008-05-01T14:00:00.000Z"
6246,127,9,1961,"Old 97s","2008-05-01T19:00:00.000Z"
8124,90,9,1961,"Madonna","2008-05-01T15:00:00.000Z"
8361,10,9,1961,"Aimee Mann","2008-05-01T19:30:00.000Z"
8610,71,9,1961,"Sugarland","2008-05-01T19:00:00.000Z"
2974,211,7,1962,"Wicked","2008-05-01T19:00:00.000Z"
7049,72,9,1962,"Sound Tribe Sector 9","2008-05-01T19:30:00.000Z"
7132,11,9,1962,"Dave Matthews Band","2008-05-01T15:00:00.000Z"
7720,90,9,1962,"The Kooks","2008-05-01T15:00:00.000Z"
867,239,6,1963,"Jersey Boys","2008-05-01T14:30:00.000Z"
2080,218,7,1963,"Miss Julie","2008-05-01T19:30:00.000Z"
2315,204,7,1963,"Waiting for Godot","2008-05-01T14:30:00.000Z"
3391,207,7,1963,"The Country Girl","2008-05-01T15:00:00.000Z"
4891,92,9,1963,"Rusted Root","2008-05-01T19:00:00.000Z"
431,303,8,1964,"Thais","2008-05-01T14:30:00.000Z"
4257,10,9,1964,"Lyle Lovett","2008-05-01T14:00:00.000Z"
5709,105,9,1964,"Donna Summer","2008-05-01T19:00:00.000Z"
1589,261,6,1965,"Le Reve","2008-05-01T19:30:00.000Z"
2624,213,7,1965,"Wicked","2008-05-01T19:00:00.000Z"
4274,102,9,1965,"Lollapalooza","2008-05-01T19:00:00.000Z"
6512,56,9,1965,"Natasha Bedingfield","2008-05-01T19:00:00.000Z"
7998,72,9,1965,"Neil Diamond","2008-05-01T19:30:00.000Z"
824,216,6,1966,"Mamma Mia!","2008-05-01T14:00:00.000Z"
5584,11,9,1966,"Ray Lamontagne","2008-05-01T15:00:00.000Z"
5946,15,9,1966,"The Whigs","2008-05-01T15:00:00.000Z"
417,301,8,1967,"Siegfried","2008-05-01T19:00:00.000Z"
8350,47,9,1967,"Trace Adkins","2008-05-01T14:00:00.000Z"
3911,82,9,1968,"Al Green","2008-05-01T19:30:00.000Z"
5167,126,9,1968,"Taylor Swift","2008-05-01T19:00:00.000Z"
7842,12,9,1968,"Brand New","2008-05-01T14:00:00.000Z"
8322,51,9,1968,"Rusted Root","2008-05-01T14:00:00.000Z"
1107,229,6,1969,"Kiss Me Kate","2008-05-01T14:00:00.000Z"
5765,7,9,1969,"El Tri","2008-05-01T14:00:00.000Z"
1623,251,6,1970,"Zumanity","2008-05-01T14:00:00.000Z"
1706,259,6,1970,"Spamalot","2008-05-01T15:00:00.000Z"
7488,34,9,1970,"Cold War Kids","2008-05-01T19:30:00.000Z"
8385,116,9,1970,"Dandy Warhols","2008-05-01T19:00:00.000Z"
8469,31,9,1970,"Eric Clapton","2008-05-01T19:30:00.000Z"
3606,242,7,1971,"Hedda Gabler","2008-05-01T15:00:00.000Z"
8792,114,9,1971,"Oliver Dragojevic","2008-05-01T19:00:00.000Z"
256,305,8,1972,"Gotterdammerung","2008-05-01T14:30:00.000Z"
1536,258,6,1972,"Folies Bergere","2008-05-01T15:00:00.000Z"
1717,256,6,1972,"Spamalot","2008-05-01T19:30:00.000Z"
4193,68,9,1972,"Wisin y Yandel","2008-05-01T19:30:00.000Z"
4655,92,9,1972,"Queensryche","2008-05-01T15:00:00.000Z"
4688,15,9,1972,"America","2008-05-01T19:30:00.000Z"
6201,21,9,1972,"Crue Fest","2008-05-01T14:00:00.000Z"
2644,227,7,1973,"Rock 'n' Roll","2008-05-01T19:00:00.000Z"
3300,249,7,1973,"Waiting for Godot","2008-05-01T19:30:00.000Z"
3929,60,9,1973,"Joe Satriani","2008-05-01T14:00:00.000Z"
7017,89,9,1973,"Radiohead","2008-05-01T15:00:00.000Z"
7324,10,9,1973,"Broken Social Scene","2008-05-01T19:00:00.000Z"
7798,27,9,1973,"Madonna","2008-05-01T19:00:00.000Z"
222,307,8,1974,"The Magic Flute","2008-05-01T19:00:00.000Z"
1164,230,6,1974,"High Society","2008-05-01T19:00:00.000Z"
1402,201,6,1974,"Curtains","2008-05-01T15:00:00.000Z"
1551,253,6,1974,"Blue Man Group","2008-05-01T20:00:00.000Z"
1830,243,7,1974,"Rosencrantz and Guildenstern Are Dead","2008-05-01T14:00:00.000Z"
3913,12,9,1974,"Bow Wow","2008-05-01T20:00:00.000Z"
320,304,8,1975,"Die Walkure","2008-05-01T19:00:00.000Z"
924,202,6,1975,"Spamalot","2008-05-01T15:00:00.000Z"
1725,254,6,1975,"Blue Man Group","2008-05-01T19:30:00.000Z"
2451,214,7,1975,"Romeo and Juliet","2008-05-01T14:00:00.000Z"
369,303,8,1976,"La Damnation de Faust","2008-05-01T15:00:00.000Z"
480,306,8,1976,"La Rondine","2008-05-01T14:30:00.000Z"
3323,223,7,1976,"Woyzeck","2008-05-01T19:30:00.000Z"
5229,81,9,1976,"Rancid","2008-05-01T15:00:00.000Z"
109,307,8,1977,"Adriana Lecouvreur","2008-05-01T14:30:00.000Z"
2417,217,7,1977,"Miss Julie","2008-05-01T19:00:00.000Z"
3789,243,7,1977,"November","2008-05-01T14:00:00.000Z"
3931,128,9,1977,"Black Eyed Peas","2008-05-01T14:00:00.000Z"
8190,64,9,1977,"Tegan and Sara","2008-05-01T19:30:00.000Z"
3053,239,7,1978,"Hamlet","2008-06-01T14:00:00.000Z"
4348,73,9,1978,"Tina Turner","2008-06-01T14:00:00.000Z"
5215,94,9,1978,"Justin Timberlake","2008-06-01T15:00:00.000Z"
594,208,6,1979,"The Phantom of the Opera","2008-06-02T14:00:00.000Z"
6058,2,9,1979,"Creedence Clearwater Revisited","2008-06-02T14:00:00.000Z"
7313,22,9,1979,"Paramore","2008-06-02T14:00:00.000Z"
7525,23,9,1979,"Rick Springfield","2008-06-02T14:00:00.000Z"
7922,9,9,1979,"Hermans Hermits","2008-06-02T15:00:00.000Z"
8134,6,9,1979,"Temptations","2008-06-02T19:30:00.000Z"
918,224,6,1980,"Oliver!","2008-06-03T14:30:00.000Z"
5530,89,9,1980,"James Taylor","2008-06-03T19:00:00.000Z"
7412,46,9,1980,"Phil Vassar","2008-06-03T15:00:00.000Z"
1586,257,6,1981,"O - Cirque du Soleil","2008-06-04T14:00:00.000Z"
2566,246,7,1981,"Waiting for Godot","2008-06-04T14:00:00.000Z"
2785,205,7,1982,"Spring Awakening","2008-06-05T19:30:00.000Z"
3680,203,7,1982,"Spring Awakening","2008-06-05T20:00:00.000Z"
5822,48,9,1982,"Pat Benatar","2008-06-05T19:00:00.000Z"
288,300,8,1983,"Siegfried","2008-06-06T20:00:00.000Z"
1886,247,7,1983,"Oedipus the King","2008-06-06T19:00:00.000Z"
7464,86,9,1983,"Led Zeppelin","2008-06-06T19:00:00.000Z"
437,303,8,1984,"Simon Boccanegra","2008-06-07T14:00:00.000Z"
1922,217,7,1984,"Rock 'n' Roll","2008-06-07T19:30:00.000Z"
2292,233,7,1984,"All My Sons","2008-06-07T15:00:00.000Z"
3142,220,7,1984,"The Caucasian Chalk Circle","2008-06-07T19:00:00.000Z"
5748,95,9,1984,"Marc Anthony","2008-06-07T19:00:00.000Z"
5875,100,9,1984,"Hannah Montana","2008-06-07T14:00:00.000Z"
6599,121,9,1984,"Brooks and Dunn","2008-06-07T19:30:00.000Z"
294,301,8,1985,"Adriana Lecouvreur","2008-06-08T19:30:00.000Z"
1483,221,6,1985,"Curtains","2008-06-08T20:00:00.000Z"
2783,230,7,1985,"As You Like It","2008-06-08T15:00:00.000Z"
8653,53,9,1985,"Natasha Bedingfield","2008-06-08T15:00:00.000Z"
631,203,6,1986,"Les Miserables","2008-06-09T20:00:00.000Z"
741,209,6,1986,"Billy Elliot the Musical","2008-06-09T19:00:00.000Z"
3843,75,9,1986,"Blake Shelton","2008-06-09T14:30:00.000Z"
7986,115,9,1986,"Insane Clown Posse","2008-06-09T15:00:00.000Z"
1357,208,6,1987,"High Society","2008-06-10T19:00:00.000Z"
2992,205,7,1987,"Macbeth","2008-06-10T15:00:00.000Z"
4127,114,9,1987,"Vans Warped Tour","2008-06-10T14:00:00.000Z"
6067,61,9,1987,"Avril Lavigne","2008-06-10T19:30:00.000Z"
6090,32,9,1987,"Rolling Stones","2008-06-10T15:00:00.000Z"
8391,69,9,1987,"Dropkick Murphys","2008-06-10T19:00:00.000Z"
215,305,8,1989,"L Elisir d Amore","2008-06-12T19:00:00.000Z"
871,248,6,1989,"Curtains","2008-06-12T19:30:00.000Z"
927,221,6,1989,"Pal Joey","2008-06-12T19:30:00.000Z"
8569,74,9,1989,"Girl Talk","2008-06-12T14:00:00.000Z"
4037,58,9,1990,"Maroon 5","2008-06-13T14:30:00.000Z"
4940,119,9,1990,"Clint Black","2008-06-13T19:30:00.000Z"
5963,37,9,1990,"Tower of Power","2008-06-13T19:00:00.000Z"
628,246,6,1991,"Mary Poppins","2008-06-14T14:30:00.000Z"
3284,205,7,1991,"The Cherry Orchard","2008-06-14T20:00:00.000Z"
4528,90,9,1991,"Kansas","2008-06-14T15:00:00.000Z"
6355,107,9,1991,"Anita Baker","2008-06-14T14:00:00.000Z"
6458,71,9,1991,"Ringo Starr","2008-06-14T14:00:00.000Z"
8421,115,9,1991,"The Who","2008-06-14T15:00:00.000Z"
8595,17,9,1991,"DJ Shadow and Cut Chemist","2008-06-14T19:00:00.000Z"
3179,236,7,1992,"Spring Awakening","2008-06-15T19:30:00.000Z"
5261,33,9,1992,"Gordon Lightfoot","2008-06-15T14:00:00.000Z"
6056,55,9,1992,"Poison","2008-06-15T14:00:00.000Z"
1882,239,7,1993,"Othello","2008-06-16T19:00:00.000Z"
3770,237,7,1993,"Romeo and Juliet","2008-06-16T20:00:00.000Z"
3817,105,9,1993,"Kansas","2008-06-16T14:00:00.000Z"
4487,38,9,1993,"Vicente Fernandez","2008-06-16T19:30:00.000Z"
5842,122,9,1993,"Nashville Star","2008-06-16T15:00:00.000Z"
7910,80,9,1993,"Joe Cocker","2008-06-16T14:00:00.000Z"
2016,210,7,1994,"The Homecoming","2008-06-17T19:30:00.000Z"
4899,102,9,1994,"Jonas Brothers","2008-06-17T19:00:00.000Z"
5719,64,9,1994,"Citizen Cope","2008-06-17T15:00:00.000Z"
207,304,8,1995,"La Boheme","2008-06-18T19:00:00.000Z"
2220,213,7,1995,"Rock 'n' Roll","2008-06-18T19:00:00.000Z"
8607,90,9,1995,"Rock The Bayou","2008-06-18T19:30:00.000Z"
3058,235,7,1996,"Julius Caesar","2008-06-19T14:30:00.000Z"
5048,8,9,1996,"Demi Lovato","2008-06-19T19:30:00.000Z"
495,304,8,1997,"La Damnation de Faust","2008-06-20T19:30:00.000Z"
2778,233,7,1997,"The 39 Steps","2008-06-20T19:30:00.000Z"
4507,30,9,1997,"Jessica Simpson","2008-06-20T14:30:00.000Z"
5273,96,9,1997,"Little River Band","2008-06-20T19:30:00.000Z"
8107,74,9,1997,"Stone Temple Pilots","2008-06-20T14:00:00.000Z"
8768,26,9,1997,"Brooks and Dunn","2008-06-20T14:00:00.000Z"
6357,50,9,1998,"Nas","2008-06-21T15:00:00.000Z"
6730,130,9,1998,"Buckcherry","2008-06-21T19:30:00.000Z"
7496,107,9,1998,"King Crimson","2008-06-21T14:00:00.000Z"
712,211,6,1999,"Jersey Boys","2008-06-22T20:00:00.000Z"
1184,243,6,1999,"Jersey Boys","2008-06-22T19:00:00.000Z"
6001,44,9,1999,"Sevendust","2008-06-22T14:00:00.000Z"
6874,71,9,1999,"Janet Jackson","2008-06-22T15:00:00.000Z"
7015,82,9,1999,"Hippiefest","2008-06-22T14:00:00.000Z"
8741,53,9,1999,"Creedence Clearwater Revisited","2008-06-22T19:30:00.000Z"
3454,232,7,2000,"Macbeth","2008-06-23T19:00:00.000Z"
4172,17,9,2000,"Sunday in the Country","2008-06-23T14:00:00.000Z"
5675,14,9,2000,"Hot Chip","2008-06-23T14:00:00.000Z"
3434,212,7,2001,"King Lear","2008-06-24T19:30:00.000Z"
3893,121,9,2001,"Shakira","2008-06-24T19:30:00.000Z"
4276,52,9,2001,"Rock The Bayou","2008-06-24T15:00:00.000Z"
6437,46,9,2001,"Bette Midler","2008-06-24T15:00:00.000Z"
7425,97,9,2001,"Ryan Adams","2008-06-24T19:00:00.000Z"
1325,206,6,2002,"Spamalot","2008-06-25T20:00:00.000Z"
1841,228,7,2002,"Macbeth","2008-06-25T20:00:00.000Z"
2567,241,7,2002,"The Seagull","2008-06-25T19:00:00.000Z"
3423,244,7,2002,"Hedda Gabler","2008-06-25T15:00:00.000Z"
3648,241,7,2002,"The Cherry Orchard","2008-06-25T19:00:00.000Z"
4651,88,9,2002,"K.D. Lang","2008-06-25T19:00:00.000Z"
5410,91,9,2002,"Hot Tuna","2008-06-25T19:30:00.000Z"
7714,116,9,2002,"Kid Rock","2008-06-25T15:00:00.000Z"
8564,80,9,2002,"Phil Vassar","2008-06-25T19:00:00.000Z"
466,307,8,2003,"Il Trovatore","2008-06-26T14:00:00.000Z"
615,220,6,2003,"Seven Brides for Seven Brothers","2008-06-26T19:30:00.000Z"
8013,128,9,2003,"Paul McCartney","2008-06-26T19:00:00.000Z"
6893,65,9,2004,"Simple Plan","2008-06-27T14:00:00.000Z"
7263,26,9,2004,"Echo & the Bunnymen","2008-06-27T19:30:00.000Z"
148,302,8,2005,"Tristan und Isolde","2008-06-28T20:00:00.000Z"
2650,222,7,2005,"August: Osage County","2008-06-28T15:00:00.000Z"
6316,97,9,2005,"At The Gates","2008-06-28T14:00:00.000Z"
7455,8,9,2005,"Wisin y Yandel","2008-06-28T19:00:00.000Z"
888,243,6,2006,"The Little Mermaid","2008-06-29T14:30:00.000Z"
2249,217,7,2006,"Avenue Q","2008-06-29T14:00:00.000Z"
7985,11,9,2006,"Chris Botti","2008-06-29T14:00:00.000Z"
8651,54,9,2006,"Smokey Robinson","2008-06-29T15:00:00.000Z"
590,240,6,2007,"Gypsy","2008-06-30T19:30:00.000Z"
1834,210,7,2007,"Romeo and Juliet","2008-06-30T15:00:00.000Z"
3945,25,9,2007,"Aimee Mann","2008-06-30T14:00:00.000Z"
4523,17,9,2007,"John Fogerty","2008-06-30T20:00:00.000Z"
7091,98,9,2007,"George Michael","2008-06-30T19:30:00.000Z"
2617,220,7,2008,"Passing Strange","2008-07-01T20:00:00.000Z"
4788,73,9,2008,"Lyle Lovett","2008-07-01T20:00:00.000Z"
4977,61,9,2008,"Britney Spears","2008-07-01T19:30:00.000Z"
8514,63,9,2008,"Ray Lamontagne","2008-07-01T19:00:00.000Z"
2117,201,7,2009,"Look Back in Anger","2008-07-02T14:30:00.000Z"
2681,205,7,2009,"Thurgood","2008-07-02T20:00:00.000Z"
2870,226,7,2009,"Hedda Gabler","2008-07-02T14:00:00.000Z"
4550,20,9,2009,"Bruce Springsteen","2008-07-02T14:30:00.000Z"
6913,91,9,2009,"Jesse McCartney","2008-07-02T15:00:00.000Z"
1926,219,7,2010,"A Doll's House","2008-07-03T14:00:00.000Z"
4676,32,9,2010,"Keith Sweat","2008-07-03T19:00:00.000Z"
8149,44,9,2010,"James Taylor","2008-07-03T14:00:00.000Z"
