"salesid","listid","sellerid","buyerid","eventid","dateid","qtysold","pricepaid","commission","saletime"
164873,220961,46641,1303,345,1832,1,1735,260.25,"2008-01-06T05:52:01.000"
135517,156559,32405,1433,2512,1832,1,54,8.1,"2008-01-06T09:48:43.000"
165557,222261,30970,4207,5218,1832,1,1041,156.15,"2008-01-06T07:02:52.000"
137181,158459,4413,2356,3709,1832,2,412,61.8,"2008-01-06T03:53:11.000"
4736,5099,9500,2654,7151,1832,1,27,4.05,"2008-01-06T07:31:38.000"
142383,164751,20501,1371,3232,1832,3,465,69.75,"2008-01-06T08:23:47.000"
28911,31647,25522,4674,1821,1832,3,855,128.25,"2008-01-06T02:31:07.000"
155613,180126,24703,3212,6699,1832,4,828,124.2,"2008-01-06T09:02:55.000"
34048,37662,46489,1035,4509,1832,1,210,31.5,"2008-01-06T02:52:08.000"
171177,233084,25339,3931,4502,1832,2,1834,275.1,"2008-01-06T01:39:55.000"
69957,79567,11752,952,4353,1832,2,882,132.3,"2008-01-06T09:09:36.000"
72601,82814,1399,4301,7598,1832,1,363,54.45,"2008-01-06T10:47:35.000"
76537,87406,26034,3312,8233,1832,1,284,42.6,"2008-01-06T07:34:25.000"
83916,95720,9049,4482,508,1832,2,598,89.7,"2008-01-06T06:25:32.000"
86082,98281,18554,4650,4221,1832,2,838,125.7,"2008-01-06T02:20:50.000"
102465,117235,19543,1790,4185,1832,3,810,121.5,"2008-01-06T03:32:50.000"
102467,117235,19543,2097,4185,1832,1,270,40.5,"2008-01-06T03:33:56.000"
112230,128583,37394,2047,1901,1832,1,322,48.3,"2008-01-06T01:08:03.000"
122133,139819,26564,1752,1480,1832,2,180,27,"2008-01-06T10:28:51.000"
129138,148042,4026,3570,6093,1832,2,374,56.1,"2008-01-06T06:40:55.000"
143863,166550,34568,1257,8496,1832,4,556,83.4,"2008-01-06T12:25:24.000"
160184,212177,24518,4516,8115,1832,1,350,52.5,"2008-01-06T12:38:17.000"
8975,9690,27286,44,3709,1833,2,122,18.3,"2008-01-07T10:39:41.000"
3076,3291,14534,1648,1491,1833,1,82,12.3,"2008-01-07T01:23:00.000"
34974,38775,20218,2257,8795,1833,4,884,132.6,"2008-01-07T08:35:03.000"
12603,13616,49209,4689,5447,1833,4,800,120,"2008-01-07T05:07:23.000"
36905,41094,34813,414,8446,1833,4,1108,166.2,"2008-01-07T11:20:53.000"
24451,26778,972,2422,415,1833,1,229,34.35,"2008-01-07T12:27:54.000"
42944,48210,5988,4148,4345,1833,2,128,19.2,"2008-01-07T06:38:17.000"
39468,44042,44109,4829,809,1833,1,287,43.05,"2008-01-07T01:40:41.000"
56189,63396,48583,2553,2221,1833,1,382,57.3,"2008-01-07T10:12:25.000"
42099,47159,44616,911,8686,1833,2,576,86.4,"2008-01-07T02:16:38.000"
57080,64544,36196,4809,2160,1833,1,52,7.8,"2008-01-07T01:05:02.000"
43732,49152,2667,3022,4305,1833,1,117,17.55,"2008-01-07T09:16:31.000"
60549,68583,26834,404,4826,1833,2,496,74.4,"2008-01-07T03:16:36.000"
44681,50252,35692,1926,3315,1833,4,196,29.4,"2008-01-07T02:41:50.000"
67222,76292,32779,2851,8471,1833,1,224,33.6,"2008-01-07T07:27:53.000"
49687,56084,6054,459,1724,1833,2,182,27.3,"2008-01-07T04:09:03.000"
94040,107404,26899,4073,1904,1833,1,470,70.5,"2008-01-07T09:52:33.000"
49733,56146,46205,3244,7592,1833,4,432,64.8,"2008-01-07T05:04:16.000"
120866,138354,44103,932,2357,1833,2,506,75.9,"2008-01-07T10:11:34.000"
51492,58097,29904,2434,799,1833,1,118,17.7,"2008-01-07T01:52:04.000"
125456,143648,14133,2374,5084,1833,2,202,30.3,"2008-01-07T09:40:27.000"
55238,62314,13014,1523,5413,1833,2,480,72,"2008-01-07T02:07:57.000"
128342,147099,26642,17,5097,1833,1,96,14.4,"2008-01-07T01:56:06.000"
60321,68308,10338,2481,8052,1833,1,355,53.25,"2008-01-07T03:06:14.000"
131271,151584,19784,985,1480,1833,1,313,46.95,"2008-01-07T01:39:32.000"
72602,82814,1399,5183,7598,1833,2,726,108.9,"2008-01-07T10:47:38.000"
140712,162709,17223,440,4754,1833,1,260,39,"2008-01-07T12:31:13.000"
87395,99804,15460,5647,1068,1833,3,231,34.65,"2008-01-07T02:52:26.000"
147484,170786,11575,1280,4933,1833,1,278,41.7,"2008-01-07T07:39:57.000"
99703,113966,3595,2135,6717,1833,1,54,8.1,"2008-01-07T07:40:41.000"
166701,224432,10376,5354,5465,1833,4,7844,1176.6,"2008-01-07T05:01:44.000"
104930,120074,30988,5295,2978,1833,1,78,11.7,"2008-01-07T10:08:42.000"
1075,1092,13787,729,6513,1833,1,139,20.85,"2008-01-07T03:42:08.000"
128059,146751,49746,3120,4345,1833,2,142,21.3,"2008-01-07T07:31:41.000"
2873,3071,25287,2605,4849,1833,2,322,48.3,"2008-01-07T03:38:31.000"
131585,151946,10328,75,7786,1833,1,372,55.8,"2008-01-07T07:33:34.000"
5953,6479,5902,4482,6028,1833,1,153,22.95,"2008-01-07T01:21:15.000"
138059,159475,38220,2141,8321,1833,2,926,138.9,"2008-01-07T08:37:25.000"
19877,21504,15484,4354,3837,1833,2,136,20.4,"2008-01-07T11:21:46.000"
138169,159627,15139,955,2352,1833,4,1688,253.2,"2008-01-07T10:38:50.000"
33628,37172,45752,5402,7997,1833,1,226,33.9,"2008-01-07T07:49:09.000"
142530,164923,23277,1589,3380,1833,2,572,85.8,"2008-01-07T11:02:01.000"
47992,54203,17751,2539,1397,1833,2,58,8.7,"2008-01-07T06:58:30.000"
145804,168841,5699,3909,2781,1833,3,852,127.8,"2008-01-07T12:48:47.000"
52461,59198,2624,5636,461,1833,1,129,19.35,"2008-01-07T08:25:23.000"
145805,168841,5699,4106,2781,1833,2,568,85.2,"2008-01-07T12:49:05.000"
53026,59830,2608,2940,5598,1833,2,504,75.6,"2008-01-07T07:05:26.000"
148973,172563,40000,4509,251,1833,2,590,88.5,"2008-01-07T01:07:04.000"
57019,64472,41826,3742,3308,1833,1,281,42.15,"2008-01-07T01:02:54.000"
73734,84157,2003,1280,3960,1833,2,466,69.9,"2008-01-07T11:29:24.000"
80990,92392,2188,4821,4732,1833,1,55,8.25,"2008-01-07T09:04:44.000"
103781,118713,35610,2722,4100,1833,2,168,25.2,"2008-01-07T01:12:11.000"
162359,216330,21028,4551,5169,1833,1,1932,289.8,"2008-01-07T06:18:23.000"
170995,232706,23632,1065,7483,1833,2,2618,392.7,"2008-01-07T01:32:44.000"
1226,1288,22585,4289,3189,1834,3,180,27,"2008-01-08T03:13:48.000"
17526,19012,653,1269,7673,1834,4,144,21.6,"2008-01-08T02:27:32.000"
5151,5534,17090,4624,1963,1834,1,214,32.1,"2008-01-08T09:57:39.000"
25668,28089,12500,509,6086,1834,2,52,7.8,"2008-01-08T11:54:59.000"
10642,11564,42000,3964,6653,1834,1,102,15.3,"2008-01-08T05:06:55.000"
31543,34812,44729,6330,8368,1834,2,104,15.6,"2008-01-08T04:29:48.000"
14032,15188,18704,2816,5619,1834,2,98,14.7,"2008-01-08T12:24:37.000"
37263,41503,41129,1274,4607,1834,2,338,50.7,"2008-01-08T06:03:54.000"
23731,25957,23943,6614,5814,1834,1,132,19.8,"2008-01-08T10:45:46.000"
49004,55366,24937,5940,8471,1834,1,137,20.55,"2008-01-08T02:41:56.000"
25021,27410,20188,710,56,1834,2,194,29.1,"2008-01-08T10:56:04.000"
55604,62742,40819,4565,5901,1834,1,49,7.35,"2008-01-08T10:21:28.000"
36625,40746,27338,5266,6631,1834,1,208,31.2,"2008-01-08T05:03:24.000"
71732,81695,35664,6220,2932,1834,2,260,39,"2008-01-08T10:14:22.000"
37952,42271,12856,106,3337,1834,2,630,94.5,"2008-01-08T07:14:04.000"
75574,86307,1606,63,4648,1834,1,445,66.75,"2008-01-08T12:39:08.000"
47715,53872,40411,1072,7941,1834,1,170,25.5,"2008-01-08T01:28:27.000"
76195,87024,12017,475,2950,1834,1,393,58.95,"2008-01-08T01:58:29.000"
48637,54950,26925,5372,6749,1834,2,372,55.8,"2008-01-08T07:51:01.000"
77414,88399,7284,2836,7558,1834,3,1122,168.3,"2008-01-08T12:50:00.000"
51846,58508,46596,569,548,1834,3,228,34.2,"2008-01-08T08:29:54.000"
82476,94090,43304,2416,8614,1834,1,343,51.45,"2008-01-08T02:07:35.000"
60320,68308,10338,3174,8052,1834,2,710,106.5,"2008-01-08T03:06:14.000"
92184,105198,7603,117,2821,1834,2,848,127.2,"2008-01-08T09:48:19.000"
63750,72228,20543,1841,8141,1834,2,784,117.6,"2008-01-08T05:16:37.000"
103635,118530,30693,2038,7888,1834,2,358,53.7,"2008-01-08T09:41:59.000"
64386,72965,36563,4802,7170,1834,2,656,98.4,"2008-01-08T05:41:15.000"
104307,119334,42069,5257,146,1834,2,242,36.3,"2008-01-08T03:39:24.000"
65131,73864,21504,405,3294,1834,2,578,86.7,"2008-01-08T06:08:24.000"
158448,208442,13957,2011,318,1834,1,1348,202.2,"2008-01-08T02:19:11.000"
74027,84484,46831,1045,3337,1834,1,247,37.05,"2008-01-08T11:39:59.000"
158562,208645,47305,3655,6030,1834,1,774,116.1,"2008-01-08T04:36:35.000"
74904,85499,29288,5241,6149,1834,4,1096,164.4,"2008-01-08T12:15:21.000"
165173,221521,21591,384,7994,1834,1,1261,189.15,"2008-01-08T11:29:21.000"
85242,97302,30556,1719,4185,1834,4,1268,190.2,"2008-01-08T09:23:23.000"
170996,232706,23632,1974,7483,1834,1,1309,196.35,"2008-01-08T01:32:44.000"
92086,105081,15369,3069,7003,1834,2,672,100.8,"2008-01-08T07:56:33.000"
5515,5964,16861,3961,5462,1834,3,372,55.8,"2008-01-08T10:34:43.000"
98940,113092,2473,3728,6609,1834,2,350,52.5,"2008-01-08T02:51:33.000"
7026,7630,1687,1043,637,1834,1,213,31.95,"2008-01-08T02:23:18.000"
134123,154993,30506,5166,5111,1834,1,88,13.2,"2008-01-08T07:01:39.000"
16484,17830,37863,52,2539,1834,3,435,65.25,"2008-01-08T05:30:16.000"
134178,155053,17394,1066,970,1834,1,78,11.7,"2008-01-08T08:08:03.000"
20121,21778,14605,4354,2004,1834,2,234,35.1,"2008-01-08T03:46:00.000"
137457,158768,4576,1924,2742,1834,3,756,113.4,"2008-01-08T09:09:34.000"
25769,28197,13520,1617,5431,1834,1,236,35.4,"2008-01-08T02:01:57.000"
142695,165144,5806,454,170,1834,1,62,9.3,"2008-01-08T02:38:13.000"
28883,31603,28055,3472,6451,1834,2,502,75.3,"2008-01-08T02:01:10.000"
145808,168846,28939,3397,5557,1834,2,414,62.1,"2008-01-08T12:54:57.000"
34644,38376,3335,1772,759,1834,1,39,5.85,"2008-01-08T02:21:45.000"
151481,175373,17421,6416,7443,1834,2,342,51.3,"2008-01-08T02:43:42.000"
36014,40070,12222,1919,3813,1834,1,335,50.25,"2008-01-08T05:06:11.000"
156338,180977,21326,1972,7187,1834,2,182,27.3,"2008-01-08T10:29:51.000"
38090,42466,41780,839,4389,1834,1,298,44.7,"2008-01-08T10:08:55.000"
157433,206367,8973,333,2834,1834,2,4730,709.5,"2008-01-08T07:11:11.000"
38167,42546,32016,1288,8186,1834,2,480,72,"2008-01-08T11:38:17.000"
53251,60069,12644,3532,7942,1834,2,764,114.6,"2008-01-08T11:26:45.000"
55411,62525,6912,2074,695,1834,1,406,60.9,"2008-01-08T06:18:00.000"
55412,62525,6912,1685,695,1834,2,812,121.8,"2008-01-08T06:19:10.000"
58869,66605,8449,692,7230,1834,1,357,53.55,"2008-01-08T02:11:43.000"
66042,74899,13589,6279,6609,1834,1,204,30.6,"2008-01-08T06:44:42.000"
66367,75289,17606,3881,383,1834,3,252,37.8,"2008-01-08T06:56:32.000"
82214,93753,6648,5302,4887,1834,2,274,41.1,"2008-01-08T09:26:18.000"
85257,97320,16392,6290,7990,1834,1,164,24.6,"2008-01-08T09:35:33.000"
92330,105380,31765,5997,1221,1834,1,31,4.65,"2008-01-08T12:42:49.000"
92331,105380,31765,6121,1221,1834,4,124,18.6,"2008-01-08T12:46:15.000"
101000,115496,13097,6135,8618,1834,1,255,38.25,"2008-01-08T02:37:33.000"
113002,129455,33040,3029,5173,1834,4,504,75.6,"2008-01-08T03:44:11.000"
115157,131829,1969,2134,761,1834,2,1000,150,"2008-01-08T05:18:45.000"
125262,143445,12501,5721,804,1834,2,944,141.6,"2008-01-08T05:01:09.000"
144941,167773,37329,4865,1905,1834,2,790,118.5,"2008-01-08T08:45:10.000"
145190,168083,27925,605,5979,1834,4,1684,252.6,"2008-01-08T01:22:21.000"
150113,173749,5622,5745,3541,1834,1,144,21.6,"2008-01-08T12:01:30.000"
171180,233088,38806,256,4282,1834,1,2245,336.75,"2008-01-08T01:40:05.000"
171260,233238,17942,692,8618,1834,2,1236,185.4,"2008-01-08T01:42:51.000"
756,776,20797,7170,1811,1835,2,266,39.9,"2008-01-09T10:10:30.000"
1057,1071,19593,6410,95,1835,2,88,13.2,"2008-01-09T01:51:17.000"
9810,10654,32327,6776,3173,1835,1,104,15.6,"2008-01-09T08:25:04.000"
2633,2825,29672,4223,6521,1835,2,366,54.9,"2008-01-09T03:23:26.000"
20331,22036,42385,6381,4107,1835,3,369,55.35,"2008-01-09T07:46:42.000"
10068,10970,31450,5983,7546,1835,1,105,15.75,"2008-01-09T02:05:46.000"
25020,27410,20188,1208,56,1835,1,97,14.55,"2008-01-09T10:54:45.000"
12165,13140,24635,957,1929,1835,2,86,12.9,"2008-01-09T06:38:13.000"
33988,37593,17829,4528,7271,1835,1,173,25.95,"2008-01-09T01:44:15.000"
17596,19087,8777,2885,6114,1835,3,132,19.8,"2008-01-09T03:43:33.000"
36055,40124,39044,2020,2071,1835,2,426,63.9,"2008-01-09T05:48:10.000"
21287,23218,40003,5736,3724,1835,2,176,26.4,"2008-01-09T01:40:09.000"
36612,40729,15709,4342,5173,1835,2,352,52.8,"2008-01-09T04:44:15.000"
25093,27486,38810,869,4791,1835,1,244,36.6,"2008-01-09T12:24:20.000"
39735,44358,13345,1129,3906,1835,1,276,41.4,"2008-01-09T06:15:47.000"
27617,30121,15308,6600,603,1835,2,184,27.6,"2008-01-09T01:52:40.000"
44825,50423,3847,2120,2090,1835,2,244,36.6,"2008-01-09T05:26:39.000"
29033,31790,42720,7162,8239,1835,3,162,24.3,"2008-01-09T04:52:37.000"
44960,50576,4811,1159,6650,1835,2,330,49.5,"2008-01-09T08:09:47.000"
38136,42515,26760,5442,674,1835,4,808,121.2,"2008-01-09T10:59:16.000"
46096,51890,10199,7322,5739,1835,2,532,79.8,"2008-01-09T06:01:45.000"
42100,47165,42318,4472,720,1835,1,237,35.55,"2008-01-09T02:16:59.000"
47193,53218,6426,7239,7076,1835,1,77,11.55,"2008-01-09T03:50:30.000"
43317,48666,3384,5682,1664,1835,2,88,13.2,"2008-01-09T01:00:21.000"
52382,59124,7855,5812,2169,1835,2,364,54.6,"2008-01-09T06:51:54.000"
43568,48985,2164,1996,8046,1835,2,476,71.4,"2008-01-09T06:06:37.000"
56325,63591,30452,6356,4003,1835,4,1888,283.2,"2008-01-09T12:35:38.000"
44913,50512,20501,2618,6910,1835,2,396,59.4,"2008-01-09T07:20:09.000"
64563,73176,30465,3096,1209,1835,1,279,41.85,"2008-01-09T05:47:43.000"
50294,56766,25043,7467,3717,1835,4,384,57.6,"2008-01-09T03:32:07.000"
72758,82994,23819,6637,8197,1835,3,426,63.9,"2008-01-09T10:53:21.000"
51139,57663,1985,7479,2874,1835,4,724,108.6,"2008-01-09T07:09:50.000"
81689,93152,44628,7344,1726,1835,1,103,15.45,"2008-01-09T11:21:16.000"
70975,80731,19301,1921,7079,1835,2,650,97.5,"2008-01-09T09:45:50.000"
83869,95646,47047,5274,5668,1835,1,57,8.55,"2008-01-09T05:33:13.000"
78435,89557,14472,6662,4901,1835,1,253,37.95,"2008-01-09T07:28:23.000"
83917,95720,9049,7213,508,1835,3,897,134.55,"2008-01-09T06:25:51.000"
97825,111738,8365,4334,2265,1835,1,51,7.65,"2008-01-09T03:42:32.000"
96363,110013,36621,5130,2832,1835,2,188,28.2,"2008-01-09T09:11:09.000"
100620,115048,27371,1649,4568,1835,1,56,8.4,"2008-01-09T05:21:47.000"
114158,130753,12205,4842,970,1835,2,458,68.7,"2008-01-09T08:21:37.000"
104758,119894,35336,5600,5084,1835,1,148,22.2,"2008-01-09T04:58:36.000"
115647,132408,7705,1737,31,1835,2,798,119.7,"2008-01-09T08:35:49.000"
107463,122977,274,6552,5554,1835,1,411,61.65,"2008-01-09T04:16:04.000"
118302,135504,42499,3271,6975,1835,2,286,42.9,"2008-01-09T09:17:38.000"
110172,126183,43206,289,4734,1835,1,347,52.05,"2008-01-09T06:07:41.000"
134759,155747,48275,5753,2213,1835,4,312,46.8,"2008-01-09T07:34:05.000"
113001,129455,33040,3606,5173,1835,2,252,37.8,"2008-01-09T02:49:22.000"
138647,160176,19811,3003,3282,1835,1,415,62.25,"2008-01-09T07:53:22.000"
116238,133113,10825,7112,3718,1835,1,74,11.1,"2008-01-09T01:05:19.000"
141563,163749,16091,2952,6772,1835,4,1568,235.2,"2008-01-09T04:19:47.000"
125579,143795,5194,2729,2026,1835,3,885,132.75,"2008-01-09T12:11:30.000"
151518,175420,7960,5516,184,1835,3,669,100.35,"2008-01-09T03:36:07.000"
127946,146602,11451,1833,3117,1835,1,355,53.25,"2008-01-09T05:06:37.000"
154041,178327,15713,5253,654,1835,1,128,19.2,"2008-01-09T04:01:09.000"
130065,149116,24777,3445,327,1835,1,470,70.5,"2008-01-09T02:28:32.000"
159439,210824,20305,6638,5735,1835,1,1628,244.2,"2008-01-09T09:42:59.000"
138312,159761,27926,1021,2197,1835,2,292,43.8,"2008-01-09T01:43:10.000"
159678,211239,3022,4262,6746,1835,2,2438,365.7,"2008-01-09T02:39:19.000"
139506,161201,4904,7353,2510,1835,3,432,64.8,"2008-01-09T12:43:00.000"
160185,212177,24518,6828,8115,1835,2,700,105,"2008-01-09T12:40:55.000"
142673,165120,31223,1884,1836,1835,2,848,127.2,"2008-01-09T02:05:54.000"
6202,6736,33075,4506,461,1835,1,186,27.9,"2008-01-09T10:00:20.000"
163607,218608,18294,3802,8446,1835,1,1029,154.35,"2008-01-09T06:13:22.000"
23060,25118,47861,2683,6442,1835,2,64,9.6,"2008-01-09T10:31:39.000"
170499,231787,16485,155,6772,1835,1,1370,205.5,"2008-01-09T01:14:04.000"
23456,25618,25541,1281,42,1835,1,158,23.7,"2008-01-09T05:51:59.000"
24532,26866,14373,6859,8490,1835,2,390,58.5,"2008-01-09T01:59:20.000"
28257,30829,18598,3465,3283,1835,2,686,102.9,"2008-01-09T02:12:54.000"
29118,31884,10471,4414,4077,1835,4,716,107.4,"2008-01-09T06:24:08.000"
30745,33823,47514,2346,3074,1835,2,256,38.4,"2008-01-09T01:26:50.000"
49503,55862,7636,7337,6870,1835,2,338,50.7,"2008-01-09T12:43:36.000"
52792,59572,42757,3037,4305,1835,1,313,46.95,"2008-01-09T02:21:14.000"
56067,63234,31720,1523,4475,1835,2,464,69.6,"2008-01-09T07:34:25.000"
70526,80205,7181,3972,4113,1835,1,474,71.1,"2008-01-09T09:30:23.000"
71477,81363,23055,7411,7076,1835,2,914,137.1,"2008-01-09T10:04:49.000"
76194,87024,12017,1511,2950,1835,2,786,117.9,"2008-01-09T01:58:19.000"
76725,87668,49074,1731,3195,1835,1,488,73.2,"2008-01-09T11:03:43.000"
85345,97407,27037,5007,7064,1835,1,437,65.55,"2008-01-09T11:29:43.000"
90358,103158,27158,2622,2609,1835,1,56,8.4,"2008-01-09T11:00:11.000"
105543,120797,8247,3686,4734,1835,1,273,40.95,"2008-01-09T03:28:21.000"
110257,126273,808,1890,533,1835,2,98,14.7,"2008-01-09T10:19:15.000"
112102,128434,33619,7435,1673,1835,2,482,72.3,"2008-01-09T03:13:28.000"
116757,133706,838,5696,1331,1835,1,335,50.25,"2008-01-09T11:01:59.000"
116758,133706,838,5274,1331,1835,2,670,100.5,"2008-01-09T11:04:13.000"
118240,135434,43894,2504,2294,1835,3,174,26.1,"2008-01-09T07:32:30.000"
144612,167404,24759,1995,497,1835,3,168,25.2,"2008-01-09T02:29:56.000"
149990,173635,49473,1381,4155,1835,1,118,17.7,"2008-01-09T09:30:38.000"
150539,174252,1168,2921,8753,1835,1,258,38.7,"2008-01-09T08:01:10.000"
158376,208266,13152,4019,6870,1835,2,774,116.1,"2008-01-09T01:02:37.000"
4536,4875,9470,245,4403,1836,2,184,27.6,"2008-01-10T12:05:06.000"
13214,14276,2760,1105,1641,1836,2,94,14.1,"2008-01-10T06:33:05.000"
5109,5488,8870,4346,4565,1836,2,40,6,"2008-01-10T08:38:14.000"
19719,21354,37947,4189,3776,1836,1,209,31.35,"2008-01-10T08:12:11.000"
8939,9651,19678,5508,1818,1836,4,716,107.4,"2008-01-10T09:57:45.000"
24493,26827,4500,6590,2665,1836,4,520,78,"2008-01-10T01:19:14.000"
9705,10513,38965,6326,7115,1836,2,208,31.2,"2008-01-10T06:04:48.000"
25648,28067,15131,466,8328,1836,4,260,39,"2008-01-10T11:28:39.000"
10195,11124,8901,6507,7517,1836,1,248,37.2,"2008-01-10T05:20:33.000"
29119,31884,10471,5322,4077,1836,3,537,80.55,"2008-01-10T06:27:39.000"
19763,21395,29394,2583,3919,1836,2,292,43.8,"2008-01-10T09:05:13.000"
34781,38549,36839,5056,8471,1836,2,674,101.1,"2008-01-10T04:46:20.000"
22034,23937,25619,4163,8791,1836,1,238,35.7,"2008-01-10T03:40:16.000"
37077,41294,3196,2120,3074,1836,2,338,50.7,"2008-01-10T02:33:15.000"
30030,32932,44423,1861,826,1836,4,1216,182.4,"2008-01-10T12:03:43.000"
37086,41302,41972,3505,2171,1836,1,72,10.8,"2008-01-10T02:44:34.000"
34036,37640,27440,1831,7965,1836,4,1388,208.2,"2008-01-10T02:39:44.000"
42686,47884,17377,5518,8793,1836,2,700,105,"2008-01-10T01:40:18.000"
35161,38988,10276,2985,571,1836,2,354,53.1,"2008-01-10T12:09:01.000"
52811,59594,5977,1587,5786,1836,3,1203,180.45,"2008-01-10T02:46:35.000"
43567,48985,2164,3277,8046,1836,4,952,142.8,"2008-01-10T06:04:44.000"
53434,60276,7458,3847,2347,1836,2,442,66.3,"2008-01-10T02:54:21.000"
50753,57270,24381,7438,4248,1836,4,1036,155.4,"2008-01-10T11:37:20.000"
61205,69331,43585,665,2800,1836,2,340,51,"2008-01-10T03:40:56.000"
54210,61146,30377,1269,7003,1836,2,958,143.7,"2008-01-10T05:08:46.000"
61206,69331,43585,827,2800,1836,1,170,25.5,"2008-01-10T03:40:57.000"
58257,65957,6609,5804,4436,1836,1,25,3.75,"2008-01-10T01:48:52.000"
61207,69331,43585,113,2800,1836,4,680,102,"2008-01-10T03:40:57.000"
58490,66235,36619,6353,3228,1836,2,480,72,"2008-01-10T01:57:27.000"
63789,72276,31560,6947,3158,1836,2,566,84.9,"2008-01-10T05:18:07.000"
64623,73252,40113,6394,7052,1836,1,126,18.9,"2008-01-10T05:50:13.000"
64202,72771,18017,6565,4324,1836,2,448,67.2,"2008-01-10T05:34:19.000"
64778,73418,18467,363,1480,1836,2,228,34.2,"2008-01-10T05:55:41.000"
85923,98096,24167,240,6742,1836,2,400,60,"2008-01-10T11:12:54.000"
75555,86273,4527,522,7064,1836,3,1419,212.85,"2008-01-10T12:38:16.000"
92637,105745,23376,655,4381,1836,2,364,54.6,"2008-01-10T06:14:11.000"
78716,89852,10715,5692,3947,1836,1,458,68.7,"2008-01-10T12:39:29.000"
100868,115354,39651,8097,3494,1836,1,450,67.5,"2008-01-10T11:18:14.000"
111026,127171,37151,7733,3919,1836,1,129,19.35,"2008-01-10T01:21:58.000"
102365,117123,10875,6953,8321,1836,1,91,13.65,"2008-01-10T12:46:38.000"
113055,129526,23472,6619,5980,1836,1,156,23.4,"2008-01-10T11:23:45.000"
102712,117498,14170,351,7149,1836,2,270,40.5,"2008-01-10T09:47:24.000"
113372,129890,35557,2285,866,1836,1,398,59.7,"2008-01-10T02:42:34.000"
104717,119833,21979,2690,5860,1836,2,102,15.3,"2008-01-10T03:56:15.000"
115156,131829,1969,4094,761,1836,1,500,75,"2008-01-10T05:17:30.000"
111321,127508,9690,7912,4155,1836,1,321,48.15,"2008-01-10T09:59:06.000"
129628,148668,46627,2957,3283,1836,4,636,95.4,"2008-01-10T05:00:29.000"
116636,133566,29291,2078,8333,1836,2,228,34.2,"2008-01-10T05:52:39.000"
129629,148668,46627,3229,3283,1836,1,159,23.85,"2008-01-10T05:01:11.000"
125140,143300,48253,5100,5724,1836,2,368,55.2,"2008-01-10T02:22:51.000"
135842,156945,34331,744,5600,1836,2,712,106.8,"2008-01-10T03:15:51.000"
137406,158712,11403,2784,3580,1836,2,806,120.9,"2008-01-10T08:08:03.000"
161696,215091,29478,6278,1469,1836,2,3292,493.8,"2008-01-10T05:49:42.000"
138101,159542,18693,5173,4804,1836,1,419,62.85,"2008-01-10T09:25:37.000"
169540,229906,34914,5083,2472,1836,1,476,71.4,"2008-01-10T01:29:51.000"
146088,169174,34507,2835,1622,1836,2,760,114,"2008-01-10T06:10:48.000"
1133,1176,37614,7351,5414,1836,2,436,65.4,"2008-01-10T08:20:07.000"
171537,233831,4163,1974,8279,1836,1,1798,269.7,"2008-01-10T01:52:57.000"
4871,5236,1061,5522,2754,1836,2,86,12.9,"2008-01-10T12:09:44.000"
6638,7220,6128,2455,2533,1836,3,669,100.35,"2008-01-10T01:06:38.000"
8708,9397,5415,2973,3223,1836,2,114,17.1,"2008-01-10T03:58:45.000"
8848,9543,1922,2942,5279,1836,4,488,73.2,"2008-01-10T07:26:07.000"
9841,10688,1911,1014,6721,1836,3,522,78.3,"2008-01-10T09:13:10.000"
10923,11838,28171,6016,2094,1836,4,720,108,"2008-01-10T12:53:36.000"
23283,25392,34274,4700,3232,1836,4,468,70.2,"2008-01-10T02:51:02.000"
31403,34635,41882,1306,2265,1836,2,258,38.7,"2008-01-10T01:47:31.000"
31560,34838,17966,8296,6749,1836,1,305,45.75,"2008-01-10T04:45:21.000"
44824,50423,3847,3022,2090,1836,1,122,18.3,"2008-01-10T05:26:18.000"
65198,73943,43069,4755,3753,1836,1,418,62.7,"2008-01-10T06:11:33.000"
66516,75470,10792,4728,8486,1836,1,413,61.95,"2008-01-10T07:01:46.000"
67752,76949,17500,3817,1326,1836,2,278,41.7,"2008-01-10T07:48:04.000"
